,Date,Company,CCI_daily_10,CCI_daily_25,CCI_daily_50,ROCR_CCI_daily_50,ROCR_ROC_daily_10_close,"APO_daily_close_(8, 20)_2","APO_daily_close_(5, 10)_2",MACD_daily_close_26_52_9,MACD_Hist_x,MACD_Signal_x,MACD_daily_close_12_26_9,MACD_Hist_y,MACD_Signal_y,"PPO_daily_close_(8, 20)_2","PPO_daily_close_(5, 10)_2",CCI_daily_5,Open,High,Low,Close,Adj Close,Volume,^SP500-25Adj_Close,PLNTAdj_Close,XPOFAdj_Close,RSI
17,2021-11-05,LTH,237.7547,0.0,0.0,1.1292,0.0,0.4414,0.3409,0.0,0.0,0.0,0.0,0.0,0.0,2.4967,1.8919,152.5278,18.700000762939453,19.579999923706055,18.549999237060547,19.399999618530273,19.399999618530273,1038200,1664.8900146484375,95.7300033569336,18.559999465942383,100.0
18,2021-11-08,LTH,171.0432,0.0,0.0,1.1416,0.0,0.5906,0.5095,0.0,0.0,0.0,0.0,0.0,0.0,3.3038,2.779,93.7817,19.399999618530273,19.6200008392334,19.059999465942383,19.510000228881836,19.510000228881836,723700,1641.8800048828125,95.91000366210938,19.65999984741211,100.0
19,2021-11-09,LTH,119.3316,0.0,0.0,1.1366,0.0,0.6949,0.5705,0.0,0.0,0.0,0.0,0.0,0.0,3.8503,3.0704,64.0407,19.350000381469727,19.75,19.100000381469727,19.389999389648438,19.389999389648438,421700,1619.7099609375,94.51000213623047,18.799999237060547,94.1463037930165
20,2021-11-10,LTH,88.3282,191.3737,0.0,1.0819,0.0,0.7895,0.5759,0.0,0.0,0.0,0.0,0.0,0.0,4.332,3.0614,51.6072,19.299999237060547,19.604999542236328,19.079999923706055,19.540000915527344,19.540000915527344,1002800,1608.68994140625,91.4000015258789,18.950000762939453,94.52051573256041
21,2021-11-11,LTH,126.6517,235.1328,0.0,1.1506,1.1662,0.9805,0.6541,0.0,0.0,0.0,0.0,0.0,0.0,5.2994,3.4014,166.6667,19.549999237060547,21.040000915527344,19.510000228881836,20.700000762939453,20.700000762939453,792000,1604.6199951171875,90.41000366210938,19.530000686645508,95.55552886839943
22,2021-11-12,LTH,82.9764,165.7317,0.0,1.1396,1.1488,0.98,0.475,0.0,0.0,0.0,0.0,0.0,0.0,5.2486,2.4454,49.7725,20.6200008392334,20.649999618530273,19.65999984741211,19.760000228881836,19.760000228881836,282600,1611.8199462890625,92.27999877929688,23.600000381469727,57.258066997068234
23,2021-11-15,LTH,53.3942,122.5696,0.0,1.1171,1.1333,0.907,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,4.8216,1.462,-15.5145,19.6200008392334,20.110000610351562,19.479999542236328,19.559999465942383,19.559999465942383,454400,1611.3900146484375,92.2699966430664,23.100000381469727,50.97274647437849
24,2021-11-16,LTH,18.0647,91.6136,0.0,1.1143,1.1343,0.7988,0.1348,0.0,0.0,0.0,0.0,0.0,0.0,4.2183,0.6871,-71.7979,19.479999542236328,19.6299991607666,19.100000381469727,19.59000015258789,19.59000015258789,455800,1633.550048828125,92.0,23.15999984741211,54.0322679882729
25,2021-11-17,LTH,48.1911,100.9392,0.0,1.1313,1.1437,0.7049,0.0542,0.0,0.0,0.0,0.0,0.0,0.0,3.6945,0.2746,-24.2453,19.540000915527344,20.18000030517578,19.239999771118164,19.899999618530273,19.899999618530273,586100,1643.1400146484375,91.80000305175781,22.600000381469727,56.818153904174565
26,2021-11-18,LTH,-8.7909,81.1233,0.0,1.0669,1.1301,0.5539,-0.0752,0.0,0.0,0.0,0.0,0.0,0.0,2.8899,-0.3813,-48.3683,19.8700008392334,20.149999618530273,19.190000534057617,19.459999084472656,19.459999084472656,424100,1667.6199951171875,91.02999877929688,22.559999465942383,17.708322985315405
27,2021-11-19,LTH,73.008,95.9794,0.0,1.0531,1.2046,0.5356,0.0473,0.0,0.0,0.0,0.0,0.0,0.0,2.7698,0.2385,135.0186,19.329999923706055,20.5,19.115999221801758,20.43000030517578,20.43000030517578,227400,1673.27001953125,90.04000091552734,22.56999969482422,67.17946561055125
