,Date,Company,CCI_daily_10,CCI_daily_25,CCI_daily_50,ROCR_CCI_daily_50,ROCR_ROC_daily_10_close,"APO_daily_close_(8, 20)_2","APO_daily_close_(5, 10)_2",MACD_daily_close_26_52_9,MACD_Hist_x,MACD_Signal_x,MACD_daily_close_12_26_9,MACD_Hist_y,MACD_Signal_y,"PPO_daily_close_(8, 20)_2","PPO_daily_close_(5, 10)_2",CCI_daily_5,Open,High,Low,Close,Adj Close,Volume,HAYNAdj_Close,RYIAdj_Close,ASTLAdj_Close,RSI
10,2017-02-24,METC,-81.6363,0.0,0.0,0.9184,0.0,0.0,-0.0935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9361,-99.6885,11.0,11.069999694824219,10.829999923706055,10.920000076293945,9.813353538513184,67400,32.910465240478516,9.967508316040039,,38.157986600797024
11,2017-02-27,METC,-76.3777,0.0,0.0,0.9159,0.0,0.0,-0.0692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.697,-88.4224,10.869999885559082,11.109999656677246,10.75,10.890000343322754,9.786395072937012,124600,33.377986907958984,10.43767261505127,,46.03182624427072
12,2017-02-28,METC,-70.7149,0.0,0.0,0.8971,0.0,0.0,-0.0568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5754,-46.4635,10.899999618530273,11.100000381469727,10.8100004196167,10.899999618530273,9.795380592346191,201700,32.60990905761719,10.202590942382812,,10.52638928063763
13,2017-03-01,METC,189.2111,0.0,0.0,1.0682,0.0,0.0,0.0906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9044,166.6667,10.970000267028809,11.949999809265137,10.970000267028809,11.90999984741211,10.703025817871094,383500,33.99578857421875,11.236952781677246,,88.98301959927298
14,2017-03-02,METC,249.0948,0.0,0.0,1.1053,0.0,0.0,0.2744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6781,138.8425,12.0,13.100000381469727,11.949999809265137,12.489999771118164,11.224247932434082,359000,32.41790008544922,10.484688758850098,,92.48551863913546
15,2017-03-03,METC,185.7614,0.0,0.0,1.1712,0.0,0.2488,0.459,0.0,0.0,0.0,0.0,0.0,0.0,2.39,4.357,106.0046,12.59000015258789,13.550000190734863,12.579999923706055,13.0,11.682564735412598,308700,32.693397521972656,10.53170394897461,,98.5981971152654
16,2017-03-06,METC,118.1896,0.0,0.0,1.1737,0.0,0.4213,0.5282,0.0,0.0,0.0,0.0,0.0,0.0,4.011,4.9059,62.6724,13.010000228881836,13.260000228881836,12.59000015258789,12.84000015258789,11.538778305053711,144300,31.81678581237793,10.202590942382812,,92.95149386479693
17,2017-03-07,METC,66.4641,0.0,0.0,1.1009,0.0,0.4863,0.442,0.0,0.0,0.0,0.0,0.0,0.0,4.6069,4.0615,4.5003,12.819999694824219,13.140000343322754,12.170000076293945,12.329999923706055,11.080462455749512,148100,31.649818420410156,9.732422828674316,,75.81225389873444
18,2017-03-08,METC,-60.3918,0.0,0.0,0.9663,0.0,0.3204,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,3.0618,0.5195,-166.6667,12.039999961853027,12.329999923706055,10.079999923706055,10.619999885559082,9.543756484985352,368900,31.466148376464844,9.544358253479004,,31.412118817404235
19,2017-03-09,METC,-86.9049,0.0,0.0,0.971,0.0,0.1618,-0.2486,0.0,0.0,0.0,0.0,0.0,0.0,1.5573,-2.3591,-97.0908,10.40999984741211,10.90999984741211,10.220000267028809,10.699999809265137,9.61564826965332,288500,30.188798904418945,9.121208190917969,,19.86531445148708
20,2017-03-10,METC,-82.5298,-99.0354,0.0,0.9606,0.0,-0.0223,-0.4794,0.0,0.0,0.0,0.0,0.0,0.0,-0.2163,-4.6327,-65.5162,10.5,10.949999809265137,10.350000381469727,10.489999771118164,9.426929473876953,313700,30.58118438720703,8.980159759521484,,2.9962165730713224
21,2017-03-13,METC,-82.5584,-102.5947,0.0,0.9734,0.7823,-0.1895,-0.5517,0.0,0.0,0.0,0.0,0.0,0.0,-1.853,-5.4187,-60.2978,10.4399995803833,10.829999923706055,10.119999885559082,10.600000381469727,9.525782585144043,179400,30.956872940063477,9.544358253479004,,7.251898348101989
22,2017-03-14,METC,-75.041,-96.587,0.0,0.9706,0.8138,-0.3319,-0.4972,0.0,0.0,0.0,0.0,0.0,0.0,-3.2662,-4.9638,-54.9313,10.520000457763672,10.819999694824219,10.210000038146973,10.579999923706055,9.507808685302734,114800,31.023670196533203,9.779440879821777,,8.920171887650255
23,2017-03-15,METC,-63.7762,-94.7647,0.0,0.8892,0.8273,-0.4321,-0.3417,0.0,0.0,0.0,0.0,0.0,0.0,-4.278,-3.4656,-81.1404,10.550000190734863,10.710000038146973,10.210000038146973,10.59000015258789,9.516796112060547,151200,32.11734390258789,10.719770431518555,,46.511564773591054
24,2017-03-16,METC,-68.5182,-110.9599,0.0,0.8207,0.8436,-0.5133,-0.2522,0.0,0.0,0.0,0.0,0.0,0.0,-5.1265,-2.6092,-166.6667,10.59000015258789,10.649999618530273,9.949999809265137,10.25,9.21125316619873,139200,31.72494888305664,11.0488862991333,,17.39149826898617
25,2017-03-17,METC,-92.4095,-137.0098,0.0,0.7523,0.8225,-0.588,-0.2365,0.0,0.0,0.0,0.0,0.0,0.0,-5.9456,-2.5065,-141.8827,10.350000381469727,10.489999771118164,9.550000190734863,9.779999732971191,8.7888822555542,279700,32.250919342041016,11.142919540405273,,12.6317165233652
26,2017-03-20,METC,-181.1472,-188.0676,0.0,0.7033,0.7595,-0.6902,-0.333,0.0,0.0,0.0,0.0,0.0,0.0,-7.1106,-3.6463,-139.965,9.899999618530273,9.899999618530273,8.819999694824219,9.029999732971191,8.114888191223145,304900,31.791749954223633,10.860820770263672,,0.6289887457467813
27,2017-03-21,METC,-158.6614,-192.4241,0.0,0.751,0.7621,-0.7347,-0.3664,0.0,0.0,0.0,0.0,0.0,0.0,-7.6908,-4.1024,-94.6085,9.09000015258789,9.399999618530273,8.5600004196167,9.260000228881836,8.32158088684082,190100,29.03667640686035,10.296621322631836,,13.33343945514703
28,2017-03-22,METC,-124.3872,-181.4237,0.0,0.8296,0.7901,-0.8029,-0.4321,0.0,0.0,0.0,0.0,0.0,0.0,-8.5699,-4.9638,-75.1097,9.289999961853027,9.289999961853027,8.739999771118164,8.8100004196167,7.9171833992004395,198400,28.836315155029297,10.343639373779297,,10.26790314393034
29,2017-03-23,METC,-103.8472,-165.7212,0.0,0.828,0.7841,-0.8328,-0.4139,0.0,0.0,0.0,-0.6542,-0.2604,-0.3937,-9.0533,-4.8595,-82.8046,8.850000381469727,9.0,8.600000381469727,8.859999656677246,7.962116241455078,158400,29.87154197692871,10.390654563903809,,14.3590082677011
30,2017-03-24,METC,-88.0312,-150.6434,0.0,0.8341,0.7883,-0.841,-0.3574,0.0,0.0,0.0,-0.6915,-0.2382,-0.4533,-9.3154,-4.285,-95.0347,8.8100004196167,8.920000076293945,8.5600004196167,8.75,7.863265037536621,96500,30.063566207885742,10.296621322631836,,17.610128167221404
31,2017-03-27,METC,-65.1921,-127.0763,0.0,0.834,0.808,-0.8025,-0.2554,0.0,0.0,0.0,-0.7064,-0.2025,-0.5039,-9.0429,-3.1113,-23.4347,8.680000305175781,9.1899995803833,8.529999732971191,8.84000015258789,7.944142818450928,277600,30.071924209594727,10.155572891235352,,39.78492599128544
32,2017-03-28,METC,29.5002,-65.5006,0.0,0.9452,0.8929,-0.5966,-0.0127,0.0,0.0,0.0,-0.6268,-0.0983,-0.5285,-6.7574,-0.1531,166.6667,8.899999618530273,10.050000190734863,8.899999618530273,10.0,8.986587524414062,456900,30.865041732788086,10.343639373779297,,69.89246299564272
33,2017-03-29,METC,112.3456,-21.0035,0.0,0.9698,0.9345,-0.3575,0.2129,0.0,0.0,0.0,-0.5379,-0.0075,-0.5304,-4.0575,2.5248,120.2011,9.609999656677246,11.069999694824219,9.4399995803833,10.270000457763672,9.229226112365723,417300,30.84834861755371,10.296621322631836,,93.45245746826208
34,2017-03-30,METC,132.006,-4.2239,0.0,1.0234,0.9519,-0.1125,0.3758,0.0,0.0,0.0,-0.4463,0.0672,-0.5136,-1.2758,4.3622,92.0778,10.270000457763672,10.869999885559082,10.079999923706055,10.489999771118164,9.426929473876953,243100,31.23238182067871,11.613086700439453,,94.05411885911222
35,2017-03-31,METC,56.7668,-45.835,0.0,0.9888,0.8855,-0.0062,0.3331,0.0,0.0,0.0,-0.4284,0.0682,-0.4965,-0.0706,3.8478,4.2182,10.430000305175781,10.430000305175781,9.4399995803833,9.670000076293945,8.690031051635742,815600,31.825130462646484,11.848169326782227,,67.96877688029963
36,2017-04-03,METC,35.4501,-49.6146,0.0,1.0543,0.8742,0.0585,0.2131,0.0,0.0,0.0,-0.4202,0.0611,-0.4812,0.6714,2.4552,-57.4784,9.75,10.180000305175781,9.510000228881836,9.520000457763672,8.555233001708984,250400,31.115501403808594,11.848169326782227,,62.977162080632944
37,2017-04-04,METC,-2.9338,-63.7066,0.0,0.9978,0.8477,0.0592,0.0221,0.0,0.0,0.0,-0.429,0.0418,-0.4708,0.6849,0.2554,-100.3916,9.5600004196167,10.039999961853027,9.09000015258789,9.239999771118164,8.303606986999512,213600,31.416051864624023,11.942201614379883,,28.16089815878182
38,2017-04-05,METC,-13.1121,-60.4451,0.0,1.0647,0.7876,0.0532,-0.1046,0.0,0.0,0.0,-0.421,0.0398,-0.4608,0.6182,-1.2115,-79.3338,9.130000114440918,9.800000190734863,9.130000114440918,9.380000114440918,8.429418563842773,264000,30.940181732177734,11.425020217895508,,22.360144458015483
39,2017-04-06,METC,-23.3763,-54.6259,0.0,1.0632,0.7542,0.0308,-0.1631,0.0,0.0,0.0,-0.4071,0.043,-0.4501,0.3584,-1.8925,-54.6563,9.449999809265137,9.579999923706055,9.350000381469727,9.420000076293945,8.465365409851074,127500,31.190650939941406,11.566068649291992,,12.58741154949331
40,2017-04-07,METC,-39.9127,-48.5233,0.0,1.0789,0.7262,-0.0094,-0.1456,0.0,0.0,0.0,-0.3901,0.048,-0.4381,-0.1099,-1.6933,-33.0983,9.489999771118164,9.640000343322754,9.3100004196167,9.4399995803833,8.483338356018066,204000,31.57468032836914,12.694467544555664,,31.74594083789124
41,2017-04-10,METC,-124.2388,-76.1195,0.0,1.0079,0.6939,-0.1006,-0.1753,0.0,0.0,0.0,-0.4104,0.0222,-0.4326,-1.1839,-2.0663,-166.6667,9.489999771118164,9.510000228881836,8.890000343322754,8.90999984741211,8.007050514221191,136400,31.0904483795166,12.647448539733887,,19.801940666256883
42,2017-04-11,METC,-119.5393,-87.9383,0.0,0.9,0.7299,-0.1548,-0.155,0.0,0.0,0.0,-0.4151,0.0139,-0.4291,-1.8317,-1.8492,-107.5838,8.859999656677246,9.039999961853027,8.829999923706055,9.0,8.087929725646973,117700,32.35110092163086,12.929549217224121,,35.36587575417953
43,2017-04-12,METC,-146.8612,-106.6846,0.0,0.8384,0.8107,-0.223,-0.1897,0.0,0.0,0.0,-0.4421,-0.0104,-0.4317,-2.663,-2.3058,-107.8224,9.039999961853027,9.039999961853027,8.550000190734863,8.609999656677246,7.73745059967041,201300,31.39101219177246,11.848169326782227,,14.018695296422095
44,2017-04-13,METC,-148.2496,-128.3954,0.0,0.796,0.7804,-0.303,-0.2409,0.0,0.0,0.0,-0.4769,-0.0361,-0.4407,-3.6559,-2.9882,-115.8791,8.670000076293945,8.84000015258789,8.199999809265137,8.350000381469727,7.503800868988037,145300,30.890085220336914,11.236952781677246,,8.527112332657254
45,2017-04-17,METC,-171.3331,-175.8314,-153.6932,0.7994,0.7369,-0.4327,-0.3474,0.0,0.0,0.0,-0.5431,-0.0819,-0.4612,-5.3055,-4.4374,-132.9517,8.5,8.5,7.599999904632568,7.730000019073486,6.946631908416748,191300,30.948528289794922,11.472036361694336,,4.76190075124812
46,2017-04-18,METC,-154.7178,-189.8616,-166.8735,0.7899,0.7094,-0.5574,-0.4117,0.0,0.0,0.0,-0.6039,-0.1142,-0.4897,-6.9559,-5.4219,-107.9299,7.71999979019165,7.889999866485596,7.420000076293945,7.519999980926514,6.757914066314697,135800,30.890085220336914,11.707119941711426,,5.73247611158483
47,2017-04-19,METC,-140.4006,-203.3147,-177.6384,0.7738,0.6758,-0.6843,-0.4758,0.0,0.0,0.0,-0.6712,-0.1452,-0.526,-8.7224,-6.491,-104.2015,7.579999923706055,7.590000152587891,7.019999980926514,7.150000095367432,6.425410270690918,127900,30.890085220336914,11.472036361694336,,0.0
48,2017-04-20,METC,-107.7802,-183.7509,-168.896,0.7719,0.6837,-0.7533,-0.4509,0.0,0.0,0.0,-0.7098,-0.147,-0.5628,-9.7899,-6.3366,-76.1111,7.210000038146973,7.440000057220459,7.059999942779541,7.239999771118164,6.506289005279541,107100,31.265775680541992,11.942201614379883,,5.806420251112314
49,2017-04-21,METC,-88.8194,-167.8156,-161.8158,0.7675,0.7054,-0.7753,-0.3802,0.0,0.0,0.0,-0.7327,-0.1359,-0.5968,-10.2679,-5.4826,-63.5246,7.170000076293945,7.28000020980835,7.099999904632568,7.230000019073486,6.497303485870361,44100,32.08393859863281,11.942201614379883,,6.923038618649414
50,2017-04-24,METC,-50.5372,-123.9371,-137.9072,0.804,0.7761,-0.7211,-0.2291,0.0,0.0,0.0,-0.7165,-0.0957,-0.6207,-9.6874,-3.3457,62.0023,7.300000190734863,7.679999828338623,7.260000228881836,7.590000152587891,6.820819854736328,475400,33.3446044921875,12.177284240722656,,43.26921948588854
51,2017-04-25,METC,-18.458,-94.2386,-121.0726,0.862,0.8505,-0.6264,-0.0876,0.0,0.0,0.0,-0.6891,-0.0547,-0.6344,-8.5229,-1.2875,121.3186,7.679999828338623,7.909999847412109,7.559999942779541,7.679999828338623,6.901699066162109,101300,34.621944427490234,13.446730613708496,,58.695653427720636
52,2017-04-26,METC,6.8602,-79.9896,-112.9388,0.8678,0.8434,-0.4985,0.0419,0.0,0.0,0.0,-0.6505,-0.0129,-0.6376,-6.8565,0.6149,91.4273,7.630000114440918,7.920000076293945,7.630000114440918,7.809999942779541,7.018524646759033,99000,35.87424850463867,13.399713516235352,,98.52958044975611
53,2017-04-27,METC,46.6209,-66.8363,-104.2312,0.9117,0.891,-0.362,0.1178,0.0,0.0,0.0,-0.61,0.0221,-0.6321,-5.0242,1.7237,80.0277,7.75,8.010000228881836,7.739999771118164,7.849999904632568,7.054471015930176,122200,35.20635223388672,12.835515975952148,,98.41288156663514
54,2017-04-28,METC,78.4537,-60.1604,-99.1868,0.9293,0.8758,-0.2492,0.1324,0.0,0.0,0.0,-0.5777,0.0435,-0.6212,-3.4883,1.9315,78.1889,7.849999904632568,8.140000343322754,7.75,7.760000228881836,6.9735918045043945,158800,35.3065299987793,12.882532119750977,,87.32393629384171
55,2017-05-01,METC,-12.4356,-80.189,-113.5521,0.9573,0.8457,-0.1951,0.0566,-1.0872,0.0265,-1.1137,-0.5717,0.0396,-0.6113,-2.763,0.8289,-143.7902,7.809999942779541,7.809999942779541,7.349999904632568,7.400000095367432,6.6500749588012695,228900,35.13121032714844,13.070598602294922,,36.61972883575147
56,2017-05-02,METC,-71.6987,-89.0753,-120.6071,0.988,0.8405,-0.1536,-0.0091,-1.08,0.027,-1.107,-0.5583,0.0424,-0.6007,-2.1966,-0.1335,-120.7398,7.349999904632568,7.489999771118164,6.920000076293945,7.429999828338623,6.677034378051758,217500,34.82230758666992,12.365350723266602,,30.769205651573387
57,2017-05-03,METC,-85.625,-86.1971,-118.3338,1.0,0.715,-0.1577,-0.0995,-1.0797,0.0218,-1.1015,-0.5615,0.0313,-0.5929,-2.2835,-1.4721,-85.6795,7.420000076293945,7.480000019073486,7.050000190734863,7.150000095367432,6.425410270690918,131600,33.302852630615234,11.613086700439453,,8.74996766591697
58,2017-05-04,METC,-171.8424,-114.0107,-138.0408,0.8909,0.628,-0.2488,-0.2456,-1.0993,0.0018,-1.1011,-0.6079,-0.012,-0.5959,-3.6736,-3.7317,-134.251,7.150000095367432,7.289999961853027,6.429999828338623,6.449999809265137,5.796348571777344,195300,33.453125,9.779440879821777,,2.054769130126658
59,2017-05-05,METC,-183.0024,-139.7864,-152.2787,0.8465,0.5834,-0.3616,-0.3658,-1.1245,-0.0187,-1.1058,-0.661,-0.0521,-0.6089,-5.4612,-5.7441,-120.1605,6.510000228881836,6.650000095367432,6.050000190734863,6.119999885559082,5.499791145324707,180600,33.085777282714844,9.403308868408203,,1.7646838501058255
60,2017-05-08,METC,-149.8716,-150.9826,-155.9523,0.8011,0.6287,-0.4541,-0.4112,-1.1451,-0.0315,-1.1137,-0.6979,-0.0712,-0.6267,-7.0075,-6.6702,-101.6551,6.150000095367432,6.159999847412109,5.849999904632568,6.079999923706055,5.463845252990723,286700,32.659996032714844,9.215242385864258,,2.1738862956497513
61,2017-05-09,METC,-112.1305,-149.1779,-150.9753,0.7734,0.6239,-0.5338,-0.4212,-1.1648,-0.0409,-1.1239,-0.7289,-0.0818,-0.6471,-8.4166,-7.0639,-74.634,6.099999904632568,6.110000133514404,5.860000133514404,5.940000057220459,5.338032245635986,133800,31.49118995666504,9.732422828674316,,0.0
62,2017-05-10,METC,-98.0831,-148.8748,-149.5665,0.7516,0.6353,-0.5864,-0.3799,-1.1814,-0.046,-1.1354,-0.7499,-0.0822,-0.6677,-9.443,-6.5746,-82.4386,5.960000038146973,5.989999771118164,5.659999847412109,5.869999885559082,5.2751264572143555,231500,30.981918334960938,9.497342109680176,,0.0
63,2017-05-11,METC,-59.3173,-118.7527,-131.1366,0.7783,0.6514,-0.5779,-0.2609,-1.1851,-0.0398,-1.1453,-0.7406,-0.0583,-0.6823,-9.4539,-4.6051,39.4271,6.059999942779541,6.460000038146973,5.78000020980835,6.110000133514404,5.490805149078369,270100,30.238889694213867,9.262260437011719,,29.26834792185548
64,2017-05-12,METC,-27.7124,-95.9732,-117.7614,0.8144,0.6709,-0.5239,-0.1213,-1.1782,-0.0263,-1.1519,-0.7098,-0.022,-0.6878,-8.6674,-2.1603,133.6806,6.150000095367432,6.489999771118164,6.119999885559082,6.320000171661377,5.679523468017578,357300,29.788057327270508,8.415961265563965,,64.2857467720002
65,2017-05-15,METC,6.196,-77.6435,-106.5706,0.8676,0.6801,-0.4394,-0.0036,-1.1654,-0.0108,-1.1546,-0.6704,0.0139,-0.6843,-7.332,-0.0642,108.7743,6.519999980926514,6.739999771118164,6.21999979019165,6.420000076293945,5.7693891525268555,281800,33.26945114135742,8.980159759521484,,72.3683879814231
66,2017-05-16,METC,-59.3894,-108.1936,-122.657,0.7948,0.6627,-0.4011,0.0075,-1.1677,-0.0104,-1.1572,-0.6689,0.0124,-0.6812,-6.7948,0.1357,-44.5076,6.429999828338623,6.429999828338623,5.739999771118164,5.909999847412109,5.311072826385498,285800,32.250919342041016,9.215242385864258,,48.67258382457765
67,2017-05-17,METC,27.7371,-75.2319,-105.821,0.8881,0.7056,-0.3053,0.0564,-1.1518,0.0043,-1.1561,-0.6281,0.0425,-0.6706,-5.2111,1.0174,24.4182,5.849999904632568,6.670000076293945,5.849999904632568,6.349999904632568,5.706483364105225,429900,30.948528289794922,8.60402774810791,,66.00000919722712
68,2017-05-18,METC,51.439,-68.4534,-101.7034,0.9783,0.7329,-0.2232,0.058,-1.1358,0.0162,-1.1521,-0.5919,0.063,-0.6548,-3.8393,1.0412,8.2442,6.349999904632568,6.409999847412109,6.139999866485596,6.309999942779541,5.670536041259766,143300,30.272289276123047,8.415961265563965,,57.69225902698554
69,2017-05-19,METC,104.5193,-45.5689,-89.1453,1.0654,0.7808,-0.1268,0.0739,-1.1115,0.0324,-1.144,-0.5417,0.0905,-0.6322,-2.1906,1.3125,85.0951,6.349999904632568,6.739999771118164,6.139999866485596,6.519999980926514,5.859255313873291,227900,30.322368621826172,8.745077133178711,,57.69229356367731
70,2017-05-22,METC,198.7349,7.9089,-62.4693,1.1645,0.9159,0.0159,0.1607,-1.0685,0.0604,-1.1289,-0.456,0.141,-0.597,0.2738,2.7815,149.195,6.539999961853027,7.21999979019165,6.539999961853027,7.079999923706055,6.362504005432129,187000,30.948528289794922,8.698060989379883,,68.74996985176716
71,2017-05-23,METC,201.228,56.8231,-38.0308,1.2475,0.9854,0.164,0.2692,-1.0164,0.09,-1.1064,-0.36,0.1896,-0.5496,2.7904,4.5162,120.3336,7.139999866485596,7.699999809265137,7.039999961853027,7.409999847412109,6.659060478210449,214600,31.407697677612305,8.933143615722656,,97.46828853994799
72,2017-05-24,METC,97.2813,21.9043,-53.1797,1.1721,0.9622,0.2178,0.2393,-0.9844,0.0976,-1.082,-0.3187,0.1847,-0.5034,3.6983,3.9656,41.8844,7.480000019073486,7.5,6.78000020980835,6.880000114440918,6.182772159576416,183100,30.781553268432617,9.027177810668945,,65.86825243810452
73,2017-05-25,METC,31.3997,-8.3964,-66.8123,1.09,0.9199,0.2286,0.1641,-0.9603,0.0973,-1.0576,-0.2985,0.1639,-0.4624,3.8818,2.7108,-43.1119,6.980000019073486,7.059999942779541,6.570000171661377,6.659999847412109,5.985067367553711,206700,30.188798904418945,8.839110374450684,,59.45948891627028
74,2017-05-26,METC,-3.3664,-23.2418,-73.1204,1.0396,0.9087,0.218,0.0648,-0.9392,0.0948,-1.0339,-0.2858,0.1413,-0.4271,3.7041,1.0698,-106.2789,6.679999828338623,6.960000038146973,6.309999942779541,6.570000171661377,5.90418815612793,199600,30.255582809448242,8.227893829345703,,51.44508564146368
75,2017-05-30,METC,-13.9949,-24.4823,-72.973,1.0047,0.8498,0.172,-0.0499,-0.9216,0.0899,-1.0115,-0.2811,0.1168,-0.3979,2.9268,-0.828,-74.2072,6.53000020980835,6.849999904632568,6.420000076293945,6.449999809265137,5.796348571777344,181200,30.448768615722656,8.227893829345703,,25.58134752023929
76,2017-05-31,METC,-75.6804,-48.8469,-83.779,1.0635,0.8177,0.1001,-0.1495,-0.9089,0.082,-0.991,-0.2864,0.0892,-0.3756,1.7077,-2.5027,-114.0649,6.300000190734863,6.570000171661377,6.170000076293945,6.28000020980835,5.643577575683594,169500,30.0707950592041,7.8517632484436035,,0.0
77,2017-06-01,METC,-103.0573,-62.8265,-88.9388,0.9669,0.7862,0.0079,-0.1942,-0.8997,0.073,-0.9727,-0.2974,0.0626,-0.36,0.1356,-3.2982,-108.9473,6.099999904632568,6.360000133514404,6.099999904632568,6.139999866485596,5.517764568328857,69300,30.759557723999023,8.274913787841797,,0.0
78,2017-06-02,METC,-127.5846,-84.1381,-95.9959,0.9334,0.7503,-0.1076,-0.2321,-0.8971,0.0605,-0.9576,-0.3206,0.0315,-0.3521,-1.8588,-4.0242,-111.9686,6.159999847412109,6.320000171661377,5.860000133514404,5.889999866485596,5.293100357055664,212700,30.784757614135742,8.13386058807373,,0.0
79,2017-06-05,METC,-145.1024,-129.7709,-111.0558,0.8558,0.7191,-0.2312,-0.2729,-0.9024,0.0442,-0.9465,-0.3573,-0.0041,-0.3531,-4.0405,-4.8713,-127.4032,5.849999904632568,5.989999771118164,5.53000020980835,5.579999923706055,5.014516830444336,241300,31.120752334594727,8.462976455688477,,0.0
80,2017-06-06,METC,-104.0733,-115.6551,-103.8779,0.8263,0.7905,-0.2806,-0.233,-0.8958,0.0406,-0.9364,-0.3626,-0.0076,-0.355,-4.9392,-4.2378,-74.2312,5.559999942779541,5.920000076293945,5.510000228881836,5.849999904632568,5.257153034210205,105800,31.19636344909668,8.557008743286133,,23.684118661462946
81,2017-06-07,METC,-83.3664,-104.1125,-98.1354,0.7773,0.7752,-0.3155,-0.1894,-0.8903,0.0369,-0.9272,-0.3691,-0.0113,-0.3578,-5.6013,-3.5094,-37.4669,5.829999923706055,5.929999828338623,5.710000038146973,5.760000228881836,5.17627477645874,98500,30.759557723999023,8.274913787841797,,25.471606025944908
82,2017-06-08,METC,-112.8443,-152.7146,-113.0661,0.7965,0.7664,-0.3606,-0.1798,-0.8921,0.028,-0.9202,-0.3901,-0.0258,-0.3643,-6.4857,-3.4065,-136.5271,5.5,5.75,5.269999980926514,5.480000019073486,4.924649715423584,198400,31.675125122070312,9.403308868408203,,22.499913775645112
