,time,Company,CCI_daily_10,CCI_daily_25,CCI_daily_50,ROCR_CCI_daily_50,ROCR_ROC_daily_10_close,"APO_daily_close_(8, 20)_2","APO_daily_close_(5, 10)_2",MACD_daily_close_26_52_9,MACD_Hist_x,MACD_Signal_x,MACD_daily_close_12_26_9,MACD_Hist_y,MACD_Signal_y,"PPO_daily_close_(8, 20)_2","PPO_daily_close_(5, 10)_2",CCI_daily_5
548,2022-04-06,LTH,-84.6669,46.2699,-18.883,1.0364,0.9898,0.3758,-0.0027,-0.4961,0.1427,-0.6388,0.0852,0.1663,-0.0811,2.6219,-0.0181,-99.051
549,2022-04-05,LTH,72.7163,86.2444,16.6584,1.0617,1.0193,0.4926,0.0493,-0.5215,0.1529,-0.6744,0.0857,0.2084,-0.1227,3.4548,0.3349,67.5805
550,2022-04-04,LTH,76.2017,83.5595,12.9724,1.1039,0.9633,0.5696,0.0828,-0.5589,0.1537,-0.7127,0.0586,0.2334,-0.1748,4.025,0.5645,30.2964
551,2022-04-01,LTH,18.8003,52.7204,-13.0668,1.0189,0.9412,0.6033,0.0992,-0.6069,0.1441,-0.7511,0.0038,0.237,-0.2332,4.3028,0.6812,-94.608
552,2022-03-31,LTH,45.5022,58.9277,-6.8597,1.0652,0.9979,0.6747,0.1759,-0.6422,0.1449,-0.7871,-0.0244,0.268,-0.2924,4.8449,1.2115,-44.8616
553,2022-03-30,LTH,96.4609,79.4429,6.9615,1.1388,1.0075,0.7225,0.2593,-0.6786,0.1448,-0.8234,-0.0571,0.3023,-0.3594,5.2226,1.7925,51.3882
554,2022-03-29,LTH,139.9792,96.657,17.8155,1.293,0.9358,0.7284,0.2907,-0.7266,0.1329,-0.8595,-0.1213,0.3137,-0.435,5.3095,2.0264,123.4401
555,2022-03-28,LTH,97.2278,62.2879,-8.8046,1.3538,0.9061,0.6895,0.3055,-0.7824,0.1104,-0.8928,-0.2117,0.3017,-0.5134,5.0722,2.1601,112.4629
556,2022-03-25,LTH,82.4074,38.7712,-24.8509,1.2749,0.8823,0.6096,0.3256,-0.8384,0.082,-0.9204,-0.3139,0.275,-0.5888,4.5215,2.3448,115.167
557,2022-03-24,LTH,78.6593,14.6024,-39.9104,1.1266,0.811,0.4804,0.4365,-0.8864,0.0545,-0.9409,-0.4091,0.2485,-0.6576,3.5845,3.2034,115.9091
558,2022-03-23,LTH,77.2268,-11.1112,-57.6106,1.0065,0.8247,0.2729,0.5527,-0.9318,0.0227,-0.9545,-0.5105,0.2092,-0.7197,2.0461,4.1349,45.9116
559,2022-03-22,LTH,72.2394,-18.489,-62.1099,1.0303,0.8504,0.0275,0.6474,-0.9672,-0.007,-0.9602,-0.6009,0.1711,-0.772,0.207,4.9197,57.9076
560,2022-03-21,LTH,60.9504,-33.7689,-77.2142,1.0112,0.83,-0.2493,0.6012,-1.0002,-0.0417,-0.9584,-0.6984,0.1164,-0.8148,-1.8757,4.6385,54.7299
561,2022-03-18,LTH,90.0518,-18.307,-58.453,1.0325,0.8609,-0.4835,0.435,-1.0194,-0.0714,-0.948,-0.776,0.0679,-0.8439,-3.6282,3.3912,105.3599
562,2022-03-17,LTH,35.3237,-58.1306,-103.2834,0.9324,0.8288,-0.842,-0.0304,-1.0675,-0.1374,-0.9301,-0.9381,-0.0772,-0.8609,-6.3312,-0.2419,117.8565
563,2022-03-16,LTH,-25.7181,-99.768,-150.4676,0.8835,0.8188,-1.1436,-0.4772,-1.0917,-0.1959,-0.8958,-1.0652,-0.2236,-0.8415,-8.563,-3.8452,65.678
564,2022-03-15,LTH,-105.1659,-167.3868,-224.2832,0.7926,0.7626,-1.3535,-0.7881,-1.0877,-0.2409,-0.8468,-1.1427,-0.357,-0.7856,-10.0306,-6.3428,-54.8146
565,2022-03-14,LTH,-172.8259,-216.7235,-266.2635,0.7016,0.7467,-1.3127,-0.7964,-1.0198,-0.2332,-0.7866,-1.0752,-0.3789,-0.6964,-9.5157,-6.2399,-108.8145
566,2022-03-11,LTH,-186.5948,-202.3183,-238.6347,0.7332,0.7909,-1.1183,-0.6322,-0.9164,-0.1881,-0.7283,-0.9135,-0.3118,-0.6017,-7.8865,-4.757,-137.1556
567,2022-03-10,LTH,-152.416,-154.7812,-182.8617,0.873,0.8352,-0.917,-0.4432,-0.8153,-0.1341,-0.6813,-0.7385,-0.2148,-0.5237,-6.3034,-3.2083,-144.0855
568,2022-03-09,LTH,-38.0429,-84.6423,-112.0791,0.9502,0.8924,-0.8288,-0.3674,-0.7553,-0.1075,-0.6478,-0.644,-0.174,-0.47,-5.5997,-2.6014,32.4987
569,2022-03-08,LTH,-127.9367,-135.1643,-153.5298,0.8508,0.9001,-0.8604,-0.4382,-0.7348,-0.1139,-0.6209,-0.6371,-0.2106,-0.4265,-5.7553,-3.0805,-89.548
570,2022-03-07,LTH,-145.6293,-140.8348,-157.0085,0.8233,0.9037,-0.8182,-0.4239,-0.6928,-0.1004,-0.5924,-0.5774,-0.2035,-0.3739,-5.4024,-2.9352,-123.0567
571,2022-03-04,LTH,-108.1081,-111.5105,-135.5981,0.8445,0.9754,-0.7345,-0.3049,-0.6395,-0.0722,-0.5673,-0.4826,-0.1596,-0.323,-4.7834,-2.0696,-120.7483
572,2022-03-03,LTH,-74.8739,-81.6555,-116.1991,0.8285,0.9556,-0.6511,-0.1887,-0.5951,-0.0458,-0.5492,-0.3983,-0.1152,-0.2831,-4.1935,-1.259,-100.7052
573,2022-03-02,LTH,-69.4847,-75.3423,-112.2573,0.8635,0.9374,-0.6248,-0.252,-0.5757,-0.0379,-0.5378,-0.3653,-0.1111,-0.2543,-3.9981,-1.6623,-38.7907
574,2022-03-01,LTH,-66.0505,-61.7483,-102.3966,0.8858,0.9091,-0.5601,-0.3648,-0.5537,-0.0253,-0.5283,-0.3221,-0.0955,-0.2265,-3.5617,-2.3747,1.9701
575,2022-02-28,LTH,-46.9674,-24.5844,-74.3651,0.9511,1.019,-0.3885,-0.3939,-0.5203,0.0017,-0.522,-0.2448,-0.0422,-0.2026,-2.4523,-2.5199,33.7975
576,2022-02-25,LTH,-76.8635,-45.3772,-92.3742,0.932,0.9791,-0.3054,-0.5452,-0.5237,-0.0013,-0.5224,-0.2486,-0.0565,-0.1921,-1.9257,-3.4662,-15.8651
577,2022-02-24,LTH,-184.2478,-131.1259,-156.0971,0.8846,0.9101,-0.1823,-0.645,-0.5229,-0.0008,-0.5221,-0.2426,-0.0646,-0.178,-1.1484,-4.0678,-105.0288
578,2022-02-23,LTH,-227.7261,-88.0371,-122.8435,0.9255,0.8789,0.1022,-0.4348,-0.4833,0.0386,-0.5219,-0.1388,0.023,-0.1618,0.6394,-2.6866,-138.9049
579,2022-02-22,LTH,-83.4052,18.0892,-48.8914,1.0537,0.9106,0.4247,-0.1037,-0.4411,0.0905,-0.5315,-0.0135,0.154,-0.1676,2.6401,-0.6278,-99.8542
580,2022-02-18,LTH,-20.0787,32.606,-37.8194,1.1157,0.9411,0.6068,0.0884,-0.4424,0.1117,-0.5541,0.0214,0.2275,-0.2061,3.7753,0.5323,-92.13
581,2022-02-17,LTH,57.0904,75.2232,-7.2904,1.1429,0.9447,0.729,0.2525,-0.4592,0.1229,-0.5821,0.0239,0.2869,-0.2629,4.552,1.521,0.4448
582,2022-02-16,LTH,111.9141,121.6195,20.9489,1.1602,1.04,0.8047,0.4527,-0.4808,0.132,-0.6128,0.0166,0.3513,-0.3347,5.0464,2.7378,131.104
583,2022-02-15,LTH,100.5439,88.2235,-7.2285,1.089,1.0379,0.642,0.4248,-0.5552,0.0906,-0.6458,-0.1223,0.3002,-0.4225,4.0768,2.6234,148.3544
584,2022-02-14,LTH,70.9472,39.6485,-39.4219,1.0905,0.9927,0.4922,0.4464,-0.6097,0.0587,-0.6684,-0.2296,0.268,-0.4975,3.1534,2.7989,11.1111
585,2022-02-11,LTH,112.6592,59.0004,-30.597,1.101,0.9891,0.3842,0.4999,-0.6437,0.0395,-0.6831,-0.3,0.2645,-0.5645,2.4728,3.166,62.9102
586,2022-02-10,LTH,148.2794,61.2988,-30.9409,1.1697,0.9794,0.2548,0.4693,-0.6785,0.0145,-0.693,-0.3825,0.2481,-0.6306,1.6468,3.0062,93.7177
587,2022-02-09,LTH,170.3709,33.6732,-45.0376,1.0751,0.8912,0.0447,0.2925,-0.7261,-0.0295,-0.6966,-0.5088,0.1839,-0.6926,0.2902,1.9064,121.2922
588,2022-02-08,LTH,99.8179,-28.5032,-78.2516,1.0115,0.9036,-0.1952,0.0751,-0.7716,-0.0824,-0.6892,-0.6482,0.0904,-0.7386,-1.2745,0.4981,107.3581
589,2022-02-07,LTH,-14.0276,-81.6219,-108.3704,0.9449,0.8762,-0.4032,-0.0589,-0.7945,-0.1259,-0.6686,-0.7527,0.0085,-0.7612,-2.6338,-0.3948,-5.9414
590,2022-02-04,LTH,-101.1038,-127.2942,-131.2414,0.9574,0.8426,-0.5147,-0.0978,-0.7867,-0.1495,-0.6372,-0.7976,-0.0343,-0.7633,-3.347,-0.6551,-101.4676
591,2022-02-03,LTH,-87.6146,-121.0376,-124.2054,0.9077,0.8062,-0.5466,-0.0612,-0.7563,-0.1566,-0.5998,-0.7956,-0.0408,-0.7548,-3.5255,-0.4075,-66.075
592,2022-02-02,LTH,0.6104,-81.1143,-102.2822,0.9513,0.8585,-0.5131,-0.0218,-0.7093,-0.1486,-0.5606,-0.7549,-0.0103,-0.7445,-3.2754,-0.1436,67.4862
593,2022-02-01,LTH,11.4068,-75.4487,-99.2504,0.9359,0.8586,-0.6061,-0.1239,-0.6901,-0.1666,-0.5235,-0.7816,-0.0396,-0.742,-3.8456,-0.8145,73.955
594,2022-01-31,LTH,-83.0388,-127.0981,-126.776,0.8607,0.8308,-0.7509,-0.2998,-0.6819,-0.2001,-0.4818,-0.843,-0.1109,-0.7321,-4.744,-1.973,-26.6785
595,2022-01-28,LTH,-121.7422,-165.1186,-143.8996,0.8574,0.8462,-0.8036,-0.3677,-0.6466,-0.2147,-0.4318,-0.849,-0.1447,-0.7043,-5.035,-2.4001,-84.2466
596,2022-01-27,LTH,-139.3954,-188.4357,-150.1221,0.818,0.8338,-0.7959,-0.4275,-0.5979,-0.2198,-0.3781,-0.827,-0.1589,-0.6682,-4.9363,-2.7536,-166.6667
597,2022-01-26,LTH,-70.9416,-128.039,-115.7373,0.9017,0.9065,-0.6324,-0.3388,-0.5149,-0.1917,-0.3232,-0.7208,-0.0923,-0.6284,-3.8648,-2.1308,-25.5365
598,2022-01-25,LTH,-82.4474,-138.8361,-119.107,0.956,0.9428,-0.5672,-0.4043,-0.4658,-0.1905,-0.2753,-0.6887,-0.0834,-0.6054,-3.4354,-2.51,-35.3649
599,2022-01-24,LTH,-108.6321,-165.9565,-128.1016,0.9673,0.9172,-0.5098,-0.4664,-0.4231,-0.1954,-0.2276,-0.6724,-0.0879,-0.5845,-3.065,-2.8674,-76.9269
600,2022-01-21,LTH,-149.3677,-196.0928,-138.8264,0.9232,0.799,-0.4721,-0.4844,-0.3861,-0.2073,-0.1788,-0.6723,-0.1098,-0.5625,-2.8201,-2.9577,-112.2408
601,2022-01-20,LTH,-112.0102,-144.5431,-119.8781,0.9322,0.8365,-0.3253,-0.2821,-0.3147,-0.1878,-0.127,-0.5912,-0.0561,-0.5351,-1.9219,-1.6952,-95.409
602,2022-01-19,LTH,-102.5886,-131.4118,-118.3725,0.8663,0.7918,-0.2349,-0.0807,-0.2562,-0.1761,-0.08,-0.5351,-0.014,-0.5211,-1.3769,-0.4795,-151.6243
603,2022-01-18,LTH,-16.5883,-60.4464,-92.316,0.9515,0.8213,-0.1598,0.1108,-0.1977,-0.1617,-0.036,-0.476,0.0416,-0.5176,-0.9298,0.6515,-50.338
604,2022-01-14,LTH,15.7958,-41.3111,-82.5919,1.0139,0.8389,-0.1616,0.1654,-0.1589,-0.1633,0.0044,-0.4618,0.0662,-0.528,-0.9372,0.9673,38.2956
605,2022-01-13,LTH,51.6368,-26.6336,-70.9189,0.9988,0.849,-0.2324,0.0443,-0.1462,-0.1915,0.0453,-0.5155,0.029,-0.5445,-1.3486,0.26,101.3692
606,2022-01-12,LTH,18.3568,-46.3631,-82.5022,0.9753,0.8135,-0.2892,-0.1101,-0.1262,-0.2193,0.0931,-0.5632,-0.0114,-0.5518,-1.6781,-0.6476,148.4986
607,2022-01-11,LTH,-57.0639,-78.5774,-108.1757,0.9577,0.8125,-0.3627,-0.3053,-0.105,-0.253,0.148,-0.62,-0.0711,-0.5489,-2.1032,-1.7988,2.5253
608,2022-01-10,LTH,-135.1043,-104.6026,-132.8025,0.901,0.8483,-0.3948,-0.3587,-0.0657,-0.277,0.2112,-0.6458,-0.1147,-0.5311,-2.2815,-2.1076,-73.6899
609,2022-01-07,LTH,-165.5061,-104.845,-131.01,0.9126,0.8354,-0.3288,-0.2757,0.0034,-0.2771,0.2805,-0.6073,-0.1048,-0.5025,-1.8849,-1.6021,-100.142
610,2022-01-06,LTH,-178.1472,-97.9972,-121.2795,0.9419,0.8654,-0.264,-0.1923,0.0761,-0.2737,0.3497,-0.5615,-0.0852,-0.4763,-1.5009,-1.1048,-137.9956
611,2022-01-05,LTH,-50.8609,-62.9973,-80.6759,0.9959,0.8442,-0.1756,-0.078,0.1562,-0.262,0.4181,-0.4979,-0.0429,-0.455,-0.9893,-0.4428,-23.0755
612,2022-01-04,LTH,114.0739,-30.27,-42.8375,1.0935,0.9259,-0.1316,0.0259,0.228,-0.2556,0.4836,-0.4532,-0.009,-0.4442,-0.7354,0.1458,135.2413
613,2022-01-03,LTH,-34.7961,-78.111,-85.6983,1.0554,0.7918,-0.318,-0.1212,0.246,-0.3015,0.5475,-0.5445,-0.1025,-0.442,-1.7763,-0.6892,-74.3759
614,2021-12-31,LTH,-20.0369,-84.3544,-86.2322,0.9891,0.7826,-0.4061,-0.0642,0.3041,-0.3188,0.6229,-0.5562,-0.1398,-0.4164,-2.2551,-0.3655,-109.2118
615,2021-12-30,LTH,-2.9654,-81.9514,-76.2203,0.9079,0.7911,-0.4743,0.0958,,,,-0.5306,-0.1492,-0.3814,-2.612,0.5442,-134.6452
616,2021-12-29,LTH,9.6489,-77.4346,-62.2733,0.9418,0.8887,-0.5876,0.2181,,,,-0.5034,-0.1592,-0.3441,-3.2106,1.2349,-22.5388
617,2021-12-28,LTH,12.1423,-75.6701,-50.1275,0.8773,0.8683,-0.7814,0.1994,,,,-0.5081,-0.2038,-0.3043,-4.2431,1.1295,52.3172
618,2021-12-27,LTH,0.9841,-76.8322,-42.4301,0.8951,0.9342,-0.9404,0.0887,,,,-0.5007,-0.2474,-0.2534,-5.0707,0.5009,97.7648
619,2021-12-23,LTH,-25.3108,-95.0748,-50.7417,0.8692,0.9085,-1.1541,-0.2321,,,,-0.5288,-0.3373,-0.1915,-6.1875,-1.311,120.5048
620,2021-12-22,LTH,-57.0065,-130.3545,-70.6272,0.8603,0.8959,-1.3142,-0.6325,,,,-0.5468,-0.4395,-0.1072,-6.9959,-3.5579,27.6835
621,2021-12-21,LTH,-89.3023,-169.9884,-88.588,0.798,0.8707,-1.3512,-0.9012,,,,-0.5077,-0.5104,0.0027,-7.115,-5.0064,-38.7572
622,2021-12-20,LTH,-126.5296,-219.8665,-105.2063,0.8082,0.8553,-1.2318,-1.0447,,,,-0.3976,-0.5279,0.1303,-6.3952,-5.6794,-85.3204
623,2021-12-17,LTH,-169.4278,-258.6697,-103.9874,0.8602,0.8024,-1.0154,-1.0201,,,,-0.2381,-0.5003,0.2623,-5.1913,-5.4015,-134.7664
624,2021-12-16,LTH,-131.8556,-175.537,-34.4299,0.881,0.8905,-0.6444,-0.7539,,,,-0.0014,-0.3887,0.3873,-3.2382,-3.8709,-103.1112
625,2021-12-15,LTH,-109.0399,-124.5255,,1.0,0.985,-0.2881,-0.4236,,,,0.2203,-0.2643,0.4845,-1.4278,-2.1212,-96.9984
626,2021-12-14,LTH,-101.9635,-101.5928,,0.9408,0.9687,-0.1442,-0.2641,,,,0.3269,-0.2237,0.5506,-0.7104,-1.3107,-150.4402
627,2021-12-13,LTH,-0.1824,-1.0953,,1.013,1.0423,0.0456,0.0667,,,,0.4786,-0.128,0.6065,0.2234,0.3269,-124.5955
628,2021-12-10,LTH,28.3189,35.4963,,0.9173,1.1135,0.0389,0.2482,,,,0.5308,-0.1077,0.6385,0.1903,1.2173,-60.8974
629,2021-12-09,LTH,28.5368,56.5668,,0.9459,1.1825,0.0128,0.3161,,,,0.5806,-0.0848,0.6654,0.0624,1.5496,28.0684
630,2021-12-08,LTH,34.2943,90.1118,,0.9307,1.1604,-0.0929,0.2182,,,,0.5858,-0.1008,0.6866,-0.4556,1.0724,69.5917
631,2021-12-07,LTH,37.9321,106.3123,,1.0654,1.2187,-0.0947,0.0665,,,,0.6247,-0.0871,0.7118,-0.4646,0.3263,116.7233
632,2021-12-06,LTH,-2.5519,62.3755,,1.0235,1.2059,-0.1891,-0.287,,,,0.5695,-0.1641,0.7336,-0.9327,-1.418,144.8339
633,2021-12-03,LTH,-97.4818,-35.0595,,0.9923,1.0734,-0.1936,-0.6301,,,,0.5346,-0.24,0.7746,-0.9587,-3.1249,-100.2331
634,2021-12-02,LTH,-73.6013,0.7184,,0.9925,1.0936,0.0302,-0.5447,,,,0.6452,-0.1895,0.8346,0.149,-2.6733,-66.7744
635,2021-12-01,LTH,-68.1505,13.0727,,0.975,1.1196,0.2273,-0.3795,,,,0.7321,-0.1499,0.882,1.1208,-1.8498,-89.7869
636,2021-11-30,LTH,-51.4717,28.9173,,1.0271,1.1755,0.5241,0.0634,,,,0.8985,-0.0209,0.9195,2.5759,0.3051,-143.407
637,2021-11-29,LTH,39.3325,98.6105,,1.0101,1.1618,0.7022,0.3619,,,,0.9972,0.0724,0.9247,3.4576,1.7355,-28.312
638,2021-11-26,LTH,106.2572,143.1587,,1.0696,1.2473,0.8991,0.715,,,,1.1218,0.2151,0.9066,4.4347,3.4137,50.8121
639,2021-11-24,LTH,211.0088,188.4872,,1.1254,1.2763,0.7672,0.5854,,,,1.0425,0.1897,0.8528,3.834,2.8393,119.5502
640,2021-11-23,LTH,235.3646,150.7511,,1.1305,1.2909,0.6111,0.3837,,,,0.9415,0.1361,0.8054,3.0955,1.8928,166.6667
641,2021-11-22,LTH,54.1822,87.1406,,1.0267,1.2326,0.4532,0.0833,,,,,,,2.3291,0.4186,78.7364
642,2021-11-19,LTH,73.008,95.9794,,1.0531,1.2046,0.5356,0.0473,,,,,,,2.7698,0.2385,135.0186
643,2021-11-18,LTH,-8.7909,81.1233,,1.0669,1.1301,0.5539,-0.0752,,,,,,,2.8899,-0.3813,-48.3683
644,2021-11-17,LTH,48.1911,100.9392,,1.1313,1.1437,0.7049,0.0542,,,,,,,3.6945,0.2746,-24.2453
645,2021-11-16,LTH,18.0647,91.6136,,1.1143,1.1343,0.7988,0.1348,,,,,,,4.2183,0.6871,-71.7979
646,2021-11-15,LTH,53.3942,122.5696,,1.1171,1.1333,0.907,0.2857,,,,,,,4.8216,1.462,-15.5145
647,2021-11-12,LTH,82.9764,165.7317,,1.1396,1.1488,0.98,0.475,,,,,,,5.2486,2.4454,49.7725
648,2021-11-11,LTH,126.6517,235.1328,,1.1506,1.1662,0.9805,0.6541,,,,,,,5.2994,3.4014,166.6667
649,2021-11-10,LTH,88.3282,191.3737,,1.0819,,0.7895,0.5759,,,,,,,4.332,3.0614,51.6072
650,2021-11-09,LTH,119.3316,,,1.1366,,0.6949,0.5705,,,,,,,3.8503,3.0704,64.0407
651,2021-11-08,LTH,171.0432,,,1.1416,,0.5906,0.5095,,,,,,,3.3038,2.779,93.7817
652,2021-11-05,LTH,237.7547,,,1.1292,,0.4414,0.3409,,,,,,,2.4967,1.8919,152.5278
653,2021-11-04,LTH,137.6488,,,1.0276,,0.2518,0.0921,,,,,,,1.4397,0.5205,128.4324
654,2021-11-03,LTH,92.0128,,,1.0209,,0.1798,0.0112,,,,,,,1.033,0.0639,74.8157
655,2021-11-02,LTH,47.8392,,,1.0353,,,0.0667,,,,,,,,0.3806,-8.4779
656,2021-11-01,LTH,-7.6835,,,1.0775,,,0.1,,,,,,,,0.5713,-53.3161
657,2021-10-29,LTH,56.3121,,,1.0224,,,0.1388,,,,,,,,0.7947,20.3855
658,2021-10-28,LTH,125.9488,,,1.0447,,,0.1996,,,,,,,,1.1438,94.3031
659,2021-10-27,LTH,143.7305,,,1.0379,,,0.1599,,,,,,,,0.9241,113.0324
660,2021-10-26,LTH,-3.4445,,,0.9878,,,0.0662,,,,,,,,0.3867,-61.7235
661,2021-10-25,LTH,-13.1612,,,0.9902,,,0.115,,,,,,,,0.6707,-31.9785
662,2021-10-22,LTH,64.9993,,,0.9988,,,0.1001,,,,,,,,0.5833,57.9535
663,2021-10-21,LTH,114.0995,,,1.0,,,0.0565,,,,,,,,0.3294,115.942
664,2021-10-20,LTH,12.8163,,,,,,-0.1088,,,,,,,,-0.6384,54.6886
665,2024-06-12,ETD,24.1884,-48.4974,-71.2223,1.0104,0.9678,-0.3208,-0.1503,-0.7156,-0.0516,-0.6641,-0.5362,0.0041,-0.5403,-1.1337,-0.5356,120.9839
666,2024-06-11,ETD,-136.9536,-135.7098,-117.9846,0.9697,0.939,-0.3779,-0.2654,-0.7235,-0.0723,-0.6512,-0.5832,-0.0419,-0.5413,-1.3338,-0.9461,-122.3818
667,2024-06-10,ETD,-104.1424,-120.2446,-104.8132,0.969,0.9572,-0.3233,-0.252,-0.6998,-0.0668,-0.6331,-0.5593,-0.0285,-0.5308,-1.1363,-0.894,-83.933
668,2024-06-07,ETD,-131.5351,-134.5125,-106.9602,0.9925,0.969,-0.3075,-0.218,-0.6813,-0.0649,-0.6164,-0.5462,-0.0225,-0.5237,-1.0768,-0.7704,-107.7805
669,2024-06-06,ETD,-91.8743,-112.4594,-97.0319,0.9794,0.9883,-0.2865,-0.0983,-0.6579,-0.0578,-0.6002,-0.5205,-0.0025,-0.5181,-0.999,-0.346,-71.543
670,2024-06-05,ETD,-80.7311,-101.0514,-94.5278,0.9739,1.0162,-0.2914,0.0036,-0.6411,-0.0553,-0.5857,-0.5087,0.0088,-0.5174,-1.0124,0.0126,-78.5811
671,2024-06-04,ETD,-80.9904,-94.994,-95.5998,0.9531,0.9831,-0.3413,0.0324,-0.6303,-0.0584,-0.5719,-0.5116,0.0081,-0.5196,-1.1822,0.1137,-65.4705
672,2024-06-03,ETD,45.4982,-15.6202,-66.9711,0.9823,1.0175,-0.343,0.1055,-0.6045,-0.0472,-0.5573,-0.4783,0.0433,-0.5216,-1.1835,0.3681,81.5958
673,2024-05-31,ETD,33.5172,-12.0119,-68.721,0.9768,1.015,-0.454,0.0188,-0.6098,-0.0644,-0.5455,-0.5195,0.0129,-0.5325,-1.5645,0.0659,160.8852
674,2024-05-30,ETD,-49.8084,-66.8053,-92.546,0.9559,0.8674,-0.5787,-0.1831,-0.6217,-0.0923,-0.5294,-0.5839,-0.0482,-0.5357,-1.9933,-0.6411,50.7165
675,2024-05-29,ETD,-103.1678,-104.4216,-112.5493,0.9352,0.8333,-0.6143,-0.3278,-0.6123,-0.106,-0.5063,-0.6057,-0.0821,-0.5237,-2.1116,-1.1452,-100.3758
676,2024-05-28,ETD,-78.8217,-72.9719,-99.8078,0.9489,0.8993,-0.5231,-0.3448,-0.5753,-0.0955,-0.4798,-0.5636,-0.0605,-0.5031,-1.791,-1.1961,-24.958
677,2024-05-24,ETD,-106.451,-80.3349,-107.334,0.9419,0.9136,-0.4425,-0.3851,-0.5488,-0.0928,-0.4559,-0.5434,-0.0554,-0.488,-1.5111,-1.3286,-61.3524
678,2024-05-23,ETD,-170.8255,-100.9926,-123.4114,0.9159,0.9076,-0.3615,-0.45,-0.5286,-0.0959,-0.4327,-0.5382,-0.064,-0.4742,-1.2323,-1.545,-130.6496
679,2024-05-22,ETD,-151.8596,-68.2795,-102.3523,0.9663,0.9353,-0.1422,-0.3371,-0.4762,-0.0675,-0.4087,-0.4535,0.0046,-0.4582,-0.4828,-1.145,-119.7089
680,2024-05-21,ETD,-131.9054,-50.7885,-91.8489,0.9949,0.9527,0.0227,-0.2584,-0.4429,-0.051,-0.3919,-0.406,0.0533,-0.4593,0.077,-0.8714,-123.7684
681,2024-05-20,ETD,-72.3816,-30.0534,-79.1757,1.0024,0.9582,0.1542,-0.1887,-0.4211,-0.042,-0.3791,-0.3823,0.0904,-0.4727,0.5211,-0.6334,-82.2663
682,2024-05-17,ETD,-65.0294,-33.4146,-82.9806,1.0136,0.9399,0.2403,-0.1324,-0.4089,-0.0403,-0.3686,-0.38,0.1153,-0.4952,0.8111,-0.4432,-141.971
683,2024-05-16,ETD,8.4724,-15.0436,-70.6465,1.0391,0.9466,0.3075,-0.0054,-0.3951,-0.0365,-0.3585,-0.3746,0.1495,-0.5241,1.0362,-0.0181,-93.8745
684,2024-05-15,ETD,32.2832,-14.6229,-70.9718,1.0534,0.9462,0.3111,0.1387,-0.393,-0.0436,-0.3494,-0.3989,0.1626,-0.5614,1.0479,0.4639,-124.1538
685,2024-05-14,ETD,65.8642,-7.7953,-66.0506,1.0743,0.9152,0.2717,0.2749,-0.3944,-0.0559,-0.3385,-0.4363,0.1657,-0.6021,0.9151,0.9215,0.9746
686,2024-05-13,ETD,94.0879,-5.5793,-62.6695,1.0501,0.9111,0.192,0.3984,-0.3955,-0.071,-0.3245,-0.4798,0.1637,-0.6435,0.6465,1.3405,44.1324
687,2024-05-10,ETD,131.0183,-1.861,-57.2765,1.0717,0.9333,0.066,0.5079,-0.3955,-0.0887,-0.3068,-0.5284,0.1561,-0.6844,0.2221,1.7169,92.7806
688,2024-05-09,ETD,154.4402,-11.9621,-66.3787,1.0659,0.954,-0.2021,0.4812,-0.4155,-0.1309,-0.2846,-0.6356,0.0879,-0.7235,-0.681,1.6417,166.6667
689,2024-05-08,ETD,85.6926,-53.9867,-110.8119,0.8996,0.9129,-0.5457,0.3462,-0.4411,-0.1892,-0.2519,-0.7744,-0.0289,-0.7454,-1.8413,1.1943,68.1508
690,2024-05-07,ETD,16.289,-61.2118,-119.7129,0.8699,0.894,-0.8175,0.205,-0.4313,-0.2268,-0.2045,-0.8476,-0.1094,-0.7382,-2.7532,0.7096,74.0985
691,2024-05-06,ETD,-11.5988,-71.5067,-130.9983,0.9288,0.8731,-1.0666,-0.0413,-0.4015,-0.2536,-0.1478,-0.8849,-0.1741,-0.7109,-3.5784,-0.1426,97.4712
692,2024-05-03,ETD,-26.7199,-87.4711,-148.5993,0.9249,0.8513,-1.2455,-0.4004,-0.3712,-0.2867,-0.0844,-0.9309,-0.2636,-0.6674,-4.1621,-1.3793,163.5169
693,2024-05-02,ETD,-56.7438,-124.9803,-193.4518,0.9296,0.855,-1.2774,-0.799,-0.324,-0.3112,-0.0128,-0.946,-0.3445,-0.6015,-4.245,-2.7359,42.3366
694,2024-05-01,ETD,-77.7027,-149.8464,-221.7787,0.9269,0.8609,-1.1979,-1.1817,-0.2551,-0.3201,0.065,-0.9142,-0.3989,-0.5153,-3.9528,-4.0078,-58.0782
695,2024-04-30,ETD,-107.4198,-179.0551,-250.7758,0.913,0.8448,-1.0196,-1.2587,-0.1656,-0.3107,0.1451,-0.8322,-0.4166,-0.4156,-3.3354,-4.2155,-67.2824
696,2024-04-29,ETD,-122.0338,-180.6303,-242.7791,0.9289,0.8813,-0.7137,-0.9209,-0.043,-0.2658,0.2227,-0.6613,-0.3498,-0.3115,-2.3095,-3.0317,-65.5869
697,2024-04-26,ETD,-157.3265,-202.194,-252.7786,0.9074,0.8615,-0.4544,-0.5147,0.0685,-0.2207,0.2892,-0.4987,-0.2747,-0.224,-1.4562,-1.6703,-95.6309
